Node,Name,Parent,Type,Img,Description,Position,Department
META-1-6-1-1,Justin Osofsky,META-1-6-1,profile,settings,Director de Operaciones,Director Operations,Operations
META-1-6-1-1-1,Carolyn Everson,META-1-6-1-1,profile,build,Manager de Operaciones,Operations Manager,Operations
META-1-6-2,Justin Osofsky,META-1-6,profile,loyalty,VP de Ventas Globales,VP Global Sales,Sales
META-1-6-2-1,Carolyn Everson,META-1-6-2,profile,shopping_cart,Director de Ventas Globales,Director Global Sales,Sales
META-1-6-2-1-1,Nicola Mendelsohn,META-1-6-2-1,profile,shopping_cart,Manager de Ventas,Sales Manager,Sales
META-1-7,Chris Cox,META-1,profile,palette,CPO de Meta,Chief Product Officer,Product
META-1-7-1,Chris Cox,META-1-7,profile,design_services,VP de Producto,VP Product,Product
META-1-7-1-1,Adam Mosseri,META-1-7-1,profile,design_services,Director de Producto,Director Product,Product
META-1-7-1-1-1,Tom Alison,META-1-7-1-1,profile,inventory,Manager de Producto,Product Manager,Product
META-1-7-2,Adam Mosseri,META-1-7,profile,design_services,VP de Experiencia de Usuario,VP User Experience,Product
META-1-7-2-1,Tom Alison,META-1-7-2,profile,inventory,Director de UX,Director UX,Product
META-1-7-2-1-1,Adam Mosseri,META-1-7-2-1,profile,inventory,Manager de UX,UX Manager,Product

NFLX,Netflix Inc.,,company,work,Empresa líder en streaming de entretenimiento,CEO,Executive
NFLX-1,Ted Sarandos,NFLX,profile,work,Co-CEO de Netflix,Co-Chief Executive Officer,Executive
NFLX-1-1,Bela Bajaria,NFLX-1,profile,archive,VP de Contenido Global,VP Global Content,Content
NFLX-1-1-1,Monica Lago-Kaytis,NFLX-1-1,profile,article,VP de Contenido Original,VP Original Content,Content
NFLX-1-1-2,Channing Dungey,NFLX-1-1,profile,article,VP de Series Dramáticas,VP Drama Series,Content
NFLX-1-2,Scott Stuber,NFLX-1,profile,live_tv,VP de Películas,VP Film,Film
NFLX-1-2-1,Scott Stuber,NFLX-1-2,profile,movie,VP de Películas Originales,VP Original Films,Film
NFLX-1-2-2,Scott Stuber,NFLX-1-2,profile,movie,VP de Adquisiciones,VP Acquisitions,Film
NFLX-1-3,Spencer Neumann,NFLX-1,profile,payment,CFO de Netflix,Chief Financial Officer,Finance
NFLX-1-3-1,Spencer Neumann,NFLX-1-3,profile,account_balance_wallet,VP de Finanzas,VP Finance,Finance
NFLX-1-3-2,Spencer Neumann,NFLX-1-3,profile,analytics,VP de Relaciones con Inversores,VP Investor Relations,Finance
NFLX-1-4,Greg Peters,NFLX-1,profile,business,Co-CEO de Netflix,Co-Chief Executive Officer,Executive
NFLX-1-4-1,Elizabeth Stone,NFLX-1-4,profile,code,CTO de Netflix,Chief Technology Officer,Technology
NFLX-1-4-1-1,Elizabeth Stone,NFLX-1-4-1,profile,code,VP de Ingeniería,VP Engineering,Technology
NFLX-1-4-2,Jeremy Gelfand,NFLX-1-4,profile,build,VP de Operaciones,VP Operations,Operations
NFLX-1-4-2-1,Jeremy Gelfand,NFLX-1-4-2,profile,settings,VP de Operaciones Globales,VP Global Operations,Operations
NFLX-1-5,Reed Hastings,NFLX-1,profile,business,Co-fundador y Presidente Ejecutivo,Co-founder & Executive Chairman,Board
NFLX-1-5-1,Reed Hastings,NFLX-1-5,profile,admin_panel_settings,Director,Director,Board
NFLX-1-5-2,Reed Hastings,NFLX-1-5,profile,business,Director Independiente,Independent Director,Board
NFLX-1-6,Sharon Waxman,NFLX-1,profile,chat,VP de Comunicaciones,VP Communications,Communications
NFLX-1-6-1,Sharon Waxman,NFLX-1-6,profile,chat,VP de Relaciones Públicas,VP Public Relations,Communications
NFLX-1-6-2,Sharon Waxman,NFLX-1-6,profile,storefront,VP de Marketing,VP Marketing,Marketing
NFLX-1-7,Andy Rendich,NFLX-1,profile,psychology,VP de Recursos Humanos,VP Human Resources,HR
NFLX-1-7-1,Andy Rendich,NFLX-1-7,profile,diversity_3,VP de Talento,VP Talent,HR
NFLX-1-7-2,Andy Rendich,NFLX-1-7,profile,psychology,VP de Diversidad,VP Diversity,HR
NFLX-1-8,David Hyman,NFLX-1,profile,verified_user,VP Legal y Secretario General,VP Legal & General Counsel,Legal
NFLX-1-8-1,David Hyman,NFLX-1-8,profile,verified_user,VP de Asuntos Legales,VP Legal Affairs,Legal
NFLX-1-8-2,David Hyman,NFLX-1-8,profile,policy,VP de Cumplimiento,VP Compliance,Legal

ADBE,Adobe Inc.,,company,work,Empresa líder en software creativo y digital,CEO,Executive
ADBE-1,Shantanu Narayen,ADBE,profile,account_balance,CEO de Adobe,Chief Executive Officer,Executive
ADBE-1-1,Dan Durn,ADBE-1,profile,trending_up,CFO de Adobe,Chief Financial Officer,Finance
ADBE-1-1-1,Mark Garrett,ADBE-1-1,profile,build,VP de Operaciones,VP Operations,Operations
ADBE-1-1-1-1,Dana Rao,ADBE-1-1-1,profile,verified_user,VP Legal y Secretario General,VP Legal & General Counsel,Legal
ADBE-1-1-1-1-1,Mark Garrett,ADBE-1-1-1-1,profile,gavel,Director Legal,Legal Director,Legal
ADBE-1-1-2,Dana Rao,ADBE-1-1,profile,analytics,VP de Finanzas,VP Finance,Finance
ADBE-1-1-2-1,Mark Garrett,ADBE-1-1-2,profile,account_balance_wallet,Director de Relaciones con Inversores,Director Investor Relations,Finance
ADBE-1-1-2-1-1,Dana Rao,ADBE-1-1-2-1,profile,analytics,Manager de Finanzas,Finance Manager,Finance
ADBE-1-2,Scott Belsky,ADBE-1,profile,category,CPO de Adobe,Chief Product Officer,Product
ADBE-1-2-1,Anil Chakravarthy,ADBE-1-2,profile,design_services,VP de Experiencia Digital,VP Digital Experience,Product
ADBE-1-2-1-1,Abhay Parasnis,ADBE-1-2-1,profile,memory,CTO de Adobe,Chief Technology Officer,Technology
ADBE-1-2-1-1-1,John Warnock,ADBE-1-2-1-1,profile,memory,Co-fundador y CTO Emérito,Co-founder & CTO Emeritus,Technology
ADBE-1-2-2,David Wadhwani,ADBE-1-2,profile,category,VP de Creative Cloud,VP Creative Cloud,Product
ADBE-1-2-2-1,Abhay Parasnis,ADBE-1-2-2,profile,palette,VP de Document Cloud,VP Document Cloud,Product
ADBE-1-2-2-1-1,John Warnock,ADBE-1-2-2-1,profile,inventory,VP de Experience Cloud,VP Experience Cloud,Product
ADBE-1-3,Abhay Parasnis,ADBE-1,profile,computer,CTO de Adobe,Chief Technology Officer,Technology
ADBE-1-3-1,Abhay Parasnis,ADBE-1-3,profile,computer,VP de Ingeniería,VP Engineering,Technology
ADBE-1-3-1-1,John Warnock,ADBE-1-3-1,profile,memory,VP de Investigación,VP Research,Technology
ADBE-1-3-1-1-1,Abhay Parasnis,ADBE-1-3-1-1,profile,memory,Director de AI,Director AI,Technology
ADBE-1-3-2,John Warnock,ADBE-1-3,profile,developer_mode,Co-fundador y CTO Emérito,Co-founder & CTO Emeritus,Technology
ADBE-1-3-2-1,Abhay Parasnis,ADBE-1-3-2,profile,computer,VP de Innovación,VP Innovation,Technology
ADBE-1-3-2-1-1,John Warnock,ADBE-1-3-2-1,profile,memory,Director de Innovación,Director Innovation,Technology
ADBE-1-4,David Wadhwani,ADBE-1,profile,category,VP de Creative Cloud,VP Creative Cloud,Product
ADBE-1-4-1,David Wadhwani,ADBE-1-4,profile,design_services,VP de Photoshop,VP Photoshop,Product
ADBE-1-4-1-1,Abhay Parasnis,ADBE-1-4-1,profile,palette,Director de Photoshop,Director Photoshop,Product
ADBE-1-4-1-1-1,John Warnock,ADBE-1-4-1-1,profile,inventory,Manager de Photoshop,Photoshop Manager,Product
ADBE-1-4-2,David Wadhwani,ADBE-1-4,profile,palette,VP de Illustrator,VP Illustrator,Product
ADBE-1-4-2-1,Abhay Parasnis,ADBE-1-4-2,profile,inventory,Director de Illustrator,Director Illustrator,Product
ADBE-1-4-2-1-1,John Warnock,ADBE-1-4-2-1,profile,inventory,Manager de Illustrator,Illustrator Manager,Product
ADBE-1-5,Anil Chakravarthy,ADBE-1,profile,palette,VP de Experiencia Digital,VP Digital Experience,Product
ADBE-1-5-1,Anil Chakravarthy,ADBE-1-5,profile,design_services,VP de Analytics,VP Analytics,Product
ADBE-1-5-1-1,Abhay Parasnis,ADBE-1-5-1,profile,inventory,Director de Analytics,Director Analytics,Product
ADBE-1-5-1-1-1,John Warnock,ADBE-1-5-1-1,profile,category,Manager de Analytics,Analytics Manager,Product
ADBE-1-5-2,Anil Chakravarthy,ADBE-1-5,profile,palette,VP de Marketing,VP Marketing,Product
ADBE-1-5-2-1,Abhay Parasnis,ADBE-1-5-2,profile,design_services,Director de Marketing,Director Marketing,Product
ADBE-1-5-2-1-1,John Warnock,ADBE-1-5-2-1,profile,category,Manager de Marketing,Marketing Manager,Product
ADBE-1-6,Mark Garrett,ADBE-1,profile,warehouse,VP de Operaciones,VP Operations,Operations
ADBE-1-6-1,Mark Garrett,ADBE-1-6,profile,diversity_3,VP de Recursos Humanos,VP Human Resources,HR
ADBE-1-6-1-1,Dana Rao,ADBE-1-6-1,profile,psychology,Director de Recursos Humanos,Director Human Resources,HR
ADBE-1-6-1-1-1,Mark Garrett,ADBE-1-6-1-1,profile,psychology,Manager de Recursos Humanos,HR Manager,HR
ADBE-1-6-2,Dana Rao,ADBE-1-6,profile,school,VP de Diversidad,VP Diversity,HR
ADBE-1-6-2-1,Mark Garrett,ADBE-1-6-2,profile,diversity_3,Director de Diversidad,Director Diversity,HR
ADBE-1-6-2-1-1,Dana Rao,ADBE-1-6-2-1,profile,school,Manager de Diversidad,Diversity Manager,HR

CRM,Salesforce Inc.,,company,business,Empresa líder en CRM y software empresarial en la nube,CEO,Executive
CRM-1,Marc Benioff,CRM,profile,account_balance,CEO y Co-fundador de Salesforce,Chief Executive Officer,Executive
CRM-1-1,Amy Weaver,CRM-1,profile,analytics,CFO de Salesforce,Chief Financial Officer,Finance
CRM-1-1-1,Gavin Patterson,CRM-1-1,profile,trending_up,VP de Relaciones con Inversores,VP Investor Relations,Finance
CRM-1-1-1-1,Mark Hawkins,CRM-1-1-1,profile,analytics,VP de Finanzas Corporativas,VP Corporate Finance,Finance
CRM-1-1-2,Mark Hawkins,CRM-1-1,profile,payment,VP de Operaciones Financieras,VP Financial Operations,Finance
CRM-1-1-2-1,Gavin Patterson,CRM-1-1-2,profile,trending_up,VP de Contabilidad,VP Accounting,Finance
CRM-1-2,Parker Harris,CRM-1,profile,code,Co-fundador y CTO,Co-founder & Chief Technology Officer,Technology
CRM-1-2-1,Clara Shih,CRM-1-2,profile,developer_mode,VP de AI y Machine Learning,VP AI & Machine Learning,Technology
CRM-1-2-1-1,Adam Bosworth,CRM-1-2-1,profile,code,VP de Einstein,VP Einstein,Technology
CRM-1-2-2,Adam Bosworth,CRM-1-2,profile,code,VP de Plataforma,VP Platform,Technology
CRM-1-2-2-1,Clara Shih,CRM-1-2-2,profile,computer,VP de Heroku,VP Heroku,Technology
CRM-1-3,Sarah Franklin,CRM-1,profile,palette,CPO de Salesforce,Chief Product Officer,Product
CRM-1-3-1,Clara Shih,CRM-1-3,profile,design_services,VP de Sales Cloud,VP Sales Cloud,Product
CRM-1-3-1-1,Adam Bosworth,CRM-1-3-1,profile,inventory,VP de Service Cloud,VP Service Cloud,Product
CRM-1-3-2,Adam Bosworth,CRM-1-3,profile,category,VP de Marketing Cloud,VP Marketing Cloud,Product
CRM-1-3-2-1,Clara Shih,CRM-1-3-2,profile,palette,VP de Commerce Cloud,VP Commerce Cloud,Product
CRM-1-4,Bret Taylor,CRM-1,profile,account_balance,Co-CEO de Salesforce,Co-Chief Executive Officer,Executive
CRM-1-4-1,Bret Taylor,CRM-1-4,profile,account_balance,VP de Estrategia,VP Strategy,Executive
CRM-1-4-1-1,Parker Harris,CRM-1-4-1,profile,work,VP de Innovación,VP Innovation,Executive
CRM-1-4-2,Parker Harris,CRM-1-4,profile,computer,VP de Desarrollo,VP Development,Technology
CRM-1-4-2-1,Bret Taylor,CRM-1-4-2,profile,developer_mode,VP de Investigación,VP Research,Technology
CRM-1-5,Clara Shih,CRM-1,profile,storefront,VP de Marketing,VP Marketing,Marketing
CRM-1-5-1,Clara Shih,CRM-1-5,profile,point_of_sale,VP de Marketing Digital,VP Digital Marketing,Marketing
CRM-1-5-1-1,Adam Bosworth,CRM-1-5-1,profile,point_of_sale,VP de Eventos,VP Events,Marketing
CRM-1-5-2,Adam Bosworth,CRM-1-5,profile,diversity_3,VP de Recursos Humanos,VP Human Resources,HR
CRM-1-5-2-1,Clara Shih,CRM-1-5-2,profile,psychology,VP de Talento,VP Talent,HR

INTC,Intel Corporation,,company,work,Empresa líder en semiconductores y microprocesadores,CEO,Executive
INTC-1,Pat Gelsinger,INTC,profile,work,CEO de Intel,Chief Executive Officer,Executive
INTC-1-1,David Zinsner,INTC-1,profile,payment,CFO de Intel,Chief Financial Officer,Finance
INTC-1-1-1,Steven Rodgers,INTC-1-1,profile,gavel,VP Legal y Secretario General,VP Legal & General Counsel,Legal
INTC-1-1-1-1,Ann Kelleher,INTC-1-1-1,profile,build,VP de Operaciones,VP Operations,Manufacturing
INTC-1-1-1-1-1,Raja Koduri,INTC-1-1-1-1,profile,code,VP de Arquitectura y Software,VP Architecture & Software,Technology
INTC-1-1-1-1-1-1,Jim Keller,INTC-1-1-1-1-1,profile,construction,VP de Diseño de Silicio,VP Silicon Design,Engineering
INTC-1-1-1-1-1-1-1,Pat Gelsinger,INTC-1-1-1-1-1-1,profile,construction,Manager de Diseño,Design Manager,Engineering
INTC-1-1-1-1-1-2,Raja Koduri,INTC-1-1-1-1-1,profile,memory,VP de GPU,VP GPU,Technology
INTC-1-1-1-1-1-2-1,Jim Keller,INTC-1-1-1-1-1-2,profile,code,Director de GPU,Director GPU,Technology
INTC-1-1-1-1-1-2-1-1,Pat Gelsinger,INTC-1-1-1-1-1-2-1,profile,computer,Manager de GPU,GPU Manager,Technology
INTC-1-1-1-1-2,Ann Kelleher,INTC-1-1-1-1,profile,engineering,VP de Fabricación,VP Manufacturing,Manufacturing
INTC-1-1-1-1-2-1,Raja Koduri,INTC-1-1-1-1-2,profile,construction,Director de Fabricación,Director Manufacturing,Manufacturing
INTC-1-1-1-1-2-1-1,Jim Keller,INTC-1-1-1-1-2-1,profile,engineering,Manager de Fabricación,Manufacturing Manager,Manufacturing
INTC-1-1-1-2,Steven Rodgers,INTC-1-1-1,profile,verified_user,VP de Asuntos Legales,VP Legal Affairs,Legal
INTC-1-1-1-2-1,Ann Kelleher,INTC-1-1-1-2,profile,policy,Director de Asuntos Legales,Director Legal Affairs,Legal
INTC-1-1-1-2-1-1,Raja Koduri,INTC-1-1-1-2-1,profile,security,Manager de Asuntos Legales,Legal Affairs Manager,Legal
INTC-1-1-2,Ann Kelleher,INTC-1-1,profile,build,VP de Operaciones,VP Operations,Manufacturing
INTC-1-1-2-1,Raja Koduri,INTC-1-1-2,profile,construction,VP de Supply Chain,VP Supply Chain,Manufacturing
INTC-1-1-2-1-1,Jim Keller,INTC-1-1-2-1,profile,factory,Director de Supply Chain,Director Supply Chain,Manufacturing
INTC-1-1-2-1-1-1,Pat Gelsinger,INTC-1-1-2-1-1,profile,factory,Manager de Supply Chain,Supply Chain Manager,Manufacturing
INTC-1-1-2-2,Jim Keller,INTC-1-1-2,profile,construction,VP de Calidad,VP Quality,Manufacturing
INTC-1-1-2-2-1,Pat Gelsinger,INTC-1-1-2-2,profile,construction,Director de Calidad,Director Quality,Manufacturing
INTC-1-1-2-2-1-1,Raja Koduri,INTC-1-1-2-2-1,profile,build,Manager de Calidad,Quality Manager,Manufacturing
INTC-1-2,Keyvan Esfarjani,INTC-1,profile,developer_mode,CTO de Intel,Chief Technology Officer,Technology
INTC-1-2-1,Christoph Schell,INTC-1-2,profile,inventory,CPO de Intel,Chief Product Officer,Product
INTC-1-2-1-1,Sandra Rivera,INTC-1-2-1,profile,developer_mode,VP de Datacenter y AI,VP Datacenter & AI,Technology
INTC-1-2-1-1-1,Raja Koduri,INTC-1-2-1-1,profile,code,Director de Datacenter,Director Datacenter,Technology
INTC-1-2-1-1-1-1,Jim Keller,INTC-1-2-1-1-1,profile,computer,Manager de Datacenter,Datacenter Manager,Technology
INTC-1-2-1-2,Jim Keller,INTC-1-2-1,profile,developer_mode,VP de AI,VP AI,Technology
INTC-1-2-1-2-1,Pat Gelsinger,INTC-1-2-1-2,profile,computer,Director de AI,Director AI,Technology
INTC-1-2-1-2-1-1,Raja Koduri,INTC-1-2-1-2-1,profile,memory,Manager de AI,AI Manager,Technology
INTC-1-2-2,Sandra Rivera,INTC-1-2,profile,category,VP de Productos,VP Products,Product
INTC-1-2-2-1,Raja Koduri,INTC-1-2-2,profile,design_services,VP de CPU,VP CPU,Product
INTC-1-2-2-1-1,Jim Keller,INTC-1-2-2-1,profile,palette,Director de CPU,Director CPU,Product
INTC-1-2-2-1-1-1,Pat Gelsinger,INTC-1-2-2-1-1,profile,category,Manager de CPU,CPU Manager,Product
INTC-1-2-2-2,Jim Keller,INTC-1-2-2,profile,inventory,VP de Mobile,VP Mobile,Product
INTC-1-2-2-2-1,Pat Gelsinger,INTC-1-2-2-2,profile,category,Director de Mobile,Director Mobile,Product
INTC-1-2-2-2-1-1,Raja Koduri,INTC-1-2-2-2-1,profile,category,Manager de Mobile,Mobile Manager,Product
INTC-1-3,Christoph Schell,INTC-1,profile,palette,CPO de Intel,Chief Product Officer,Product
INTC-1-3-1,Sandra Rivera,INTC-1-3,profile,design_services,VP de Marketing,VP Marketing,Product
INTC-1-3-1-1,Raja Koduri,INTC-1-3-1,profile,design_services,Director de Marketing,Director Marketing,Product
INTC-1-3-1-1-1,Jim Keller,INTC-1-3-1-1,profile,design_services,Manager de Marketing,Marketing Manager,Product
INTC-1-3-2,Jim Keller,INTC-1-3,profile,design_services,VP de Ventas,VP Sales,Product
INTC-1-3-2-1,Pat Gelsinger,INTC-1-3-2,profile,design_services,Director de Ventas,Director Sales,Product
INTC-1-3-2-1-1,Raja Koduri,INTC-1-3-2-1,profile,palette,Manager de Ventas,Sales Manager,Product
INTC-1-4,Sandra Rivera,INTC-1,profile,school,VP de Recursos Humanos,VP Human Resources,HR
INTC-1-4-1,Raja Koduri,INTC-1-4,profile,diversity_3,VP de Talento,VP Talent,HR
INTC-1-4-1-1,Jim Keller,INTC-1-4-1,profile,people_alt,Director de Talento,Director Talent,HR
INTC-1-4-1-1-1,Pat Gelsinger,INTC-1-4-1-1,profile,psychology,Manager de Talento,Talent Manager,HR
INTC-1-4-2,Jim Keller,INTC-1-4,profile,school,VP de Diversidad,VP Diversity,HR
INTC-1-4-2-1,Pat Gelsinger,INTC-1-4-2,profile,diversity_3,Director de Diversidad,Director Diversity,HR
INTC-1-4-2-1-1,Raja Koduri,INTC-1-4-2-1,profile,school,Manager de Diversidad,Diversity Manager,HR
INTC-1-5,Raja Koduri,INTC-1,profile,computer,VP de Investigación,VP Research,Technology
INTC-1-5-1,Jim Keller,INTC-1-5,profile,memory,VP de Investigación Avanzada,VP Advanced Research,Technology
INTC-1-5-1-1,Pat Gelsinger,INTC-1-5-1,profile,memory,Director de Investigación,Director Research,Technology
INTC-1-5-1-1-1,Raja Koduri,INTC-1-5-1-1,profile,developer_mode,Manager de Investigación,Research Manager,Technology
INTC-1-5-2,Pat Gelsinger,INTC-1-5,profile,memory,VP de Desarrollo,VP Development,Technology
INTC-1-5-2-1,Raja Koduri,INTC-1-5-2,profile,computer,Director de Desarrollo,Director Development,Technology
INTC-1-5-2-1-1,Jim Keller,INTC-1-5-2-1,profile,computer,Manager de Desarrollo,Development Manager,Technology

ORCL,Oracle Corporation,,company,account_balance,Empresa líder en bases de datos y software empresarial,CEO,Executive
ORCL-1,Safra Catz,ORCL,profile,work,CEO de Oracle,Chief Executive Officer,Executive
ORCL-1-1,Larry Ellison,ORCL-1,profile,code,CTO y Co-fundador de Oracle,Chief Technology Officer,Technology
ORCL-1-1-1,Edward Screven,ORCL-1-1,profile,developer_mode,VP de Arquitectura Corporativa,VP Corporate Architecture,Technology
ORCL-1-1-1-1,John Fowler,ORCL-1-1-1,profile,memory,VP de Sistemas,VP Systems,Technology
ORCL-1-1-2,Don Johnson,ORCL-1-1,profile,memory,VP de Cloud Infrastructure,VP Cloud Infrastructure,Cloud
ORCL-1-1-2-1,Clay Magouyrk,ORCL-1-1-2,profile,build,VP de Cloud Engineering,VP Cloud Engineering,Engineering
ORCL-1-2,Michael Boskin,ORCL-1,profile,account_balance_wallet,CFO de Oracle,Chief Financial Officer,Finance
ORCL-1-2-1,Jeff Henley,ORCL-1-2,profile,work,Vicepresidente Ejecutivo,Executive Vice President,Executive
ORCL-1-2-1-1,Dorian Daley,ORCL-1-2-1,profile,gavel,VP Legal y Secretario General,VP Legal & General Counsel,Legal
ORCL-1-2-2,Steve Miranda,ORCL-1-2,profile,design_services,VP de Aplicaciones,VP Applications,Product
ORCL-1-2-2-1,Deepak Patil,ORCL-1-2-2,profile,category,VP de Productos Cloud,VP Cloud Products,Product

CSCO,Cisco Systems Inc.,,company,account_balance,Empresa líder en redes y comunicaciones,CEO,Executive
CSCO-1,Chuck Robbins,CSCO,profile,business,CEO de Cisco,Chief Executive Officer,Executive
CSCO-1-1,Scott Herren,CSCO-1,profile,account_balance_wallet,CFO de Cisco,Chief Financial Officer,Finance
CSCO-1-1-1,Mark Chandler,CSCO-1-1,profile,gavel,VP Legal y Secretario General,VP Legal & General Counsel,Legal
CSCO-1-1-1-1,Mark Garrett,CSCO-1-1-1,profile,factory,VP de Operaciones,VP Operations,Operations
CSCO-1-1-2,Irving Tan,CSCO-1-1,profile,place,VP de Asia Pacífico,VP Asia Pacific,Regional
CSCO-1-1-2-1,Chuck Robbins,CSCO-1-1-2,profile,navigation,VP de América Latina,VP Latin America,Regional
CSCO-1-2,Jeffrey S. Reed,CSCO-1,profile,memory,CTO de Cisco,Chief Technology Officer,Technology
CSCO-1-2-1,Jonathan Davidson,CSCO-1-2,profile,developer_mode,VP de Infraestructura de Red,VP Network Infrastructure,Technology
CSCO-1-2-1-1,Roland Acra,CSCO-1-2-1,profile,computer,VP de Datacenter,VP Datacenter,Technology
CSCO-1-2-2,David Goeckeler,CSCO-1-2,profile,shield,VP de Seguridad,VP Security,Security
CSCO-1-2-2-1,Jonathan Davidson,CSCO-1-2-2,profile,shield,VP de Ciberseguridad,VP Cybersecurity,Security
CSCO-1-3,Francine Katsoudas,CSCO-1,profile,people_alt,CPO de Cisco,Chief People Officer,Human Resources
CSCO-1-3-1,Francine Katsoudas,CSCO-1-3,profile,people_alt,VP de Talento,VP Talent,Human Resources
CSCO-1-3-1-1,Mark Chandler,CSCO-1-3-1,profile,psychology,VP de Diversidad,VP Diversity,Human Resources

PEP,PepsiCo Inc.,,company,account_balance,Empresa líder en bebidas y snacks,CEO,Executive
PEP-1,Ramon Laguarta,PEP,profile,work,CEO de PepsiCo,Chief Executive Officer,Executive
PEP-1-1,Hugh Johnston,PEP-1,profile,trending_up,CFO de PepsiCo,Chief Financial Officer,Finance
PEP-1-1-1,Marie Gallagher,PEP-1-1,profile,account_balance_wallet,VP de Relaciones con Inversores,VP Investor Relations,Finance
PEP-1-1-1-1,Paula Santilli,PEP-1-1-1,profile,analytics,VP de Finanzas Corporativas,VP Corporate Finance,Finance
PEP-1-1-2,Paula Santilli,PEP-1-1,profile,recycling,VP de Sostenibilidad,VP Sustainability,Sustainability
PEP-1-1-2-1,Marie Gallagher,PEP-1-1-2,profile,recycling,VP de Responsabilidad Social,VP Social Responsibility,Sustainability
PEP-1-2,Ram Krishnan,PEP-1,profile,design_services,CPO de PepsiCo,Chief Product Officer,Product
PEP-1-2-1,Ram Krishnan,PEP-1-2,profile,palette,VP de Innovación,VP Innovation,Product
PEP-1-2-1-1,Steven Williams,PEP-1-2-1,profile,inventory,VP de Desarrollo de Productos,VP Product Development,Product
PEP-1-2-2,Steven Williams,PEP-1-2,profile,settings,VP de Operaciones,VP Operations,Operations
PEP-1-2-2-1,Ram Krishnan,PEP-1-2-2,profile,settings,VP de Fabricación,VP Manufacturing,Operations
PEP-1-3,Kirk Tanner,PEP-1,profile,place,VP de Norteamérica,VP North America,Regional
PEP-1-3-1,Kirk Tanner,PEP-1-3,profile,place,VP de Estados Unidos,VP United States,Regional
PEP-1-3-1-1,Silviu Popovici,PEP-1-3-1,profile,map,VP de Canadá,VP Canada,Regional
PEP-1-3-2,Silviu Popovici,PEP-1-3,profile,map,VP de Europa,VP Europe,Regional
PEP-1-3-2-1,Eugene Willemsen,PEP-1-3-2,profile,point_of_sale,VP de África, Oriente Medio y Asia del Sur,VP AMESA,Regional

KO,Coca-Cola Company,,company,account_balance,Empresa líder en bebidas no alcohólicas,CEO,Executive
KO-1,James Quincey,KO,profile,account_balance,CEO de Coca-Cola,Chief Executive Officer,Executive
KO-1-1,John Murphy,KO-1,profile,trending_up,CFO de Coca-Cola,Chief Financial Officer,Finance
KO-1-1-1,Tim Haas,KO-1-1,profile,trending_up,VP de Relaciones con Inversores,VP Investor Relations,Finance
KO-1-1-1-1,Manuel Arroyo,KO-1-1-1,profile,analytics,VP de Finanzas Corporativas,VP Corporate Finance,Finance
KO-1-1-2,Manuel Arroyo,KO-1-1,profile,storefront,VP de Marketing Global,VP Global Marketing,Marketing
KO-1-1-2-1,Tim Haas,KO-1-1-2,profile,chat,VP de Comunicaciones,VP Communications,Communications
KO-1-2,Nancy Quan,KO-1,profile,code,CTO de Coca-Cola,Chief Technology Officer,Technology
KO-1-2-1,Nancy Quan,KO-1-2,profile,lightbulb,VP de Innovación,VP Innovation,Innovation
KO-1-2-1-1,Brian Smith,KO-1-2-1,profile,computer,VP de Desarrollo Digital,VP Digital Development,Technology
KO-1-2-2,Brian Smith,KO-1-2,profile,warehouse,VP de Operaciones,VP Operations,Operations
KO-1-2-2-1,Nancy Quan,KO-1-2-2,profile,warehouse,VP de Supply Chain,VP Supply Chain,Operations
KO-1-3,Alfredo Rivera,KO-1,profile,navigation,VP de Norteamérica,VP North America,Regional
KO-1-3-1,Alfredo Rivera,KO-1-3,profile,location_on,VP de Estados Unidos,VP United States,Regional
KO-1-3-1-1,Henrique Braun,KO-1-3-1,profile,location_on,VP de Canadá,VP Canada,Regional
KO-1-3-2,Henrique Braun,KO-1-3,profile,navigation,VP de América Latina,VP Latin America,Regional
KO-1-3-2-1,Beatriz Perez,KO-1-3-2,profile,eco,VP de Sostenibilidad,VP Sustainability,Sustainability

DIS,Walt Disney Company,,company,business,Empresa líder en entretenimiento y medios,CEO,Executive
DIS-1,Bob Iger,DIS,profile,account_balance,CEO de Disney,Chief Executive Officer,Executive
DIS-1-1,Christine McCarthy,DIS-1,profile,account_balance_wallet,CFO de Disney,Chief Financial Officer,Finance
DIS-1-1-1,Horacio Gutierrez,DIS-1-1,profile,analytics,VP de Relaciones con Inversores,VP Investor Relations,Finance
DIS-1-1-1-1,Christine McCarthy,DIS-1-1-1,profile,trending_up,VP de Finanzas Corporativas,VP Corporate Finance,Finance
DIS-1-1-2,Horacio Gutierrez,DIS-1-1,profile,verified_user,VP Legal y Secretario General,VP Legal & General Counsel,Legal
DIS-1-1-2-1,Christine McCarthy,DIS-1-1-2,profile,security,VP de Cumplimiento,VP Compliance,Legal
DIS-1-2,Alan Bergman,DIS-1,profile,live_tv,Co-Presidente de Disney Studios,Co-Chairman Disney Studios,Entertainment
DIS-1-2-1,Sean Bailey,DIS-1-2,profile,live_tv,VP de Producción de Películas,VP Motion Picture Production,Entertainment
DIS-1-2-1-1,Alan Bergman,DIS-1-2-1,profile,live_tv,VP de Desarrollo de Contenido,VP Content Development,Entertainment
DIS-1-2-2,Sean Bailey,DIS-1-2,profile,movie,VP de Adquisiciones,VP Acquisitions,Entertainment
